Time;Channel A;Channel B
(ms);(V);(V)

32.72978208;2.26035300;0.68178350
32.77074208;2.26035300;0.68178350
32.81170208;2.26035300;0.68178350
32.85266208;2.26035300;0.50477610
32.89362208;2.30430000;0.68178350
32.93458208;2.30430000;0.68178350
32.97554208;2.30430000;0.68178350
33.01650208;2.30430000;0.50477610
33.05746208;2.26035300;0.68178350
33.09842208;2.30430000;0.50477610
33.13938208;2.30430000;0.50477610
33.18034208;2.34839900;0.50477610
33.22130208;2.30430000;0.50477610
33.26226208;2.34839900;0.50477610
33.30322208;2.34839900;0.50477610
33.34418208;2.34839900;0.68178350
33.38514208;2.34839900;0.50477610
33.42610208;2.34839900;0.50477610
33.46706208;2.34839900;0.50477610
33.50802208;2.39249800;0.50477610
33.54898208;2.34839900;0.50477610
33.58994208;2.34839900;0.50477610
33.63090208;2.39249800;0.50477610
33.67186208;2.34839900;0.50477610
33.71282208;2.39249800;0.50477610
33.75378208;2.39249800;0.50477610
33.79474208;2.39249800;0.50477610
33.83570208;2.39249800;0.50477610
33.87666208;2.39249800;0.50477610
33.91762208;2.39249800;0.68178350
33.95858208;2.39249800;0.50477610
33.99954208;2.39249800;0.68178350
34.04050208;2.39249800;0.50477610
34.08146208;2.43659800;0.68178350
34.12242208;2.43659800;0.50477610
34.16338208;2.43659800;0.68178350
34.20434208;2.43659800;0.68178350
34.24530207;2.43659800;0.50477610
34.28626207;2.43659800;0.68178350
34.32722207;2.43659800;0.68178350
34.36818207;2.43659800;0.68178350
34.40914207;2.43659800;0.68178350
34.45010207;2.43659800;0.68178350
34.49106207;2.43659800;0.68178350
34.53202207;2.43659800;0.68178350
34.57298207;2.43659800;0.68178350
34.61394207;2.48069700;0.68178350
34.65490207;2.43659800;0.68178350
34.69586207;2.43659800;0.68178350
34.73682207;2.48069700;0.68178350
34.77778207;2.48069700;0.68178350
34.81874207;2.48069700;0.68178350
34.85970207;2.48069700;0.68178350
34.90066207;2.48069700;0.85879090
34.94162207;2.48069700;0.85879090
34.98258207;2.52479600;0.85879090
35.02354207;2.52479600;0.85879090
35.06450207;2.52479600;0.85879090
35.10546207;2.52479600;0.85879090
35.14642207;2.52479600;0.85879090
35.18738207;2.52479600;0.85879090
35.22834207;2.52479600;0.85879090
35.26930207;2.52479600;1.03640900
35.31026207;2.52479600;1.03640900
35.35122207;2.52479600;1.03640900
35.39218207;2.52479600;1.03640900
35.43314207;2.52479600;1.03640900
35.47410207;2.52479600;1.03640900
